"TAXONIDCH","ACCEPTEDNAME","USAGEKEY","ACCEPTEDUSAGEKEY","SCIENTIFICNAME","RANK","SOURCE"
"","Arum italicum Mill.","5330661","","","","INFOFLORA"
"","Arum maculatum L.","5330580","","","","INFOFLORA"
"","Aruncus dioicus (Walter) Fernald","5362136","","","","INFOFLORA"
"","Arundo donax L.","2703041","","","","INFOFLORA"
"","Asarina procumbens Mill.","3729273","","","","INFOFLORA"
"","Asarum europaeum L.","7313595","","","","INFOFLORA"
"","Asclepias syriaca L.","3170247","","","","INFOFLORA"
"","Asparagus officinalis L.","2768885","","","","INFOFLORA"
"","Asparagus tenuifolius Lam.","2768817","","","","INFOFLORA"
"","Asperugo procumbens L.","2926055","","","","INFOFLORA"
"","Asperula arvensis L.","2916662","","","","INFOFLORA"
"","Asperula cynanchica L.","2917026","","","","INFOFLORA"
"","Asperula neilreichii Beck","2916947","","","","INFOFLORA"
"","Asperula purpurea (L.) Ehrend.","2916935","","","","INFOFLORA"
"","Asperula taurina L.","2916975","","","","INFOFLORA"
"","Asperula tinctoria L.","2916767","","","","INFOFLORA"
"","Asphodelus albus Mill.","2778457","","","","INFOFLORA"
"","Asplenium adiantum-nigrum L.","2650594","","","","INFOFLORA"
"","Asplenium adulterinum Milde","2650652","","","","INFOFLORA"
"","Asplenium ×alternifolium Wulfen","2650632","","","","INFOFLORA"
"","Asplenium ceterach L.","2650617","","","","INFOFLORA"
"","Asplenium cuneifolium Viv.","7310930","","","","INFOFLORA"
"","Asplenium fissum Kit. ex Willd.","8038140","","","","INFOFLORA"
"","Asplenium fontanum (L.) Bernh.","2650702","","","","INFOFLORA"
"","Asplenium foreziense Le Grand ex Magnier","8150126","","","","INFOFLORA"
"","Asplenium jessenii Hong M.Liu & H.Schneid.","10925715","","","","INFOFLORA"
"","Asplenium lepidum C.Presl","7310737","","","","INFOFLORA"
"","Asplenium obovatum Viv.","7310610","","","","INFOFLORA"
"","Asplenium onopteris L.","4258713","","","","INFOFLORA"
"","Asplenium quadrivalens (D.E.Mey.) Landolt","7650426","","","","INFOFLORA"
"","Asplenium ruta-muraria L.","2650625","","","","INFOFLORA"
"","Asplenium ruta-muraria subsp. dolomiticum Lovis & Reichst.","4257441","","","","INFOFLORA"
"","Asplenium seelosii Leyb.","4256468","","","","INFOFLORA"
"","Asplenium septentrionale (L.) Hoffm.","2650720","","","","INFOFLORA"
"","Asplenium trichomanes L.","8108066","","","","INFOFLORA"
"","Asplenium trichomanes subsp. pachyrachis (Christ) Lovis & Reichst.","7422046","","","","INFOFLORA"
"","Asplenium viride Huds.","2650716","","","","INFOFLORA"
"","Aster alpinus L.","5387396","","","","INFOFLORA"
"","Aster amellus L.","8133114","","","","INFOFLORA"
"","Aster bellidiastrum (L.) Scop.","11072581","","","","INFOFLORA"
"","Aster laevis L.","5406475","","","","INFOFLORA"
"","Aster ×lanceolatus Willd.","5406285","","","","INFOFLORA"
"","Aster linosyris (L.) Bernh.","9823948","","","","INFOFLORA"
"","Aster novae-angliae L.","5406425","","","","INFOFLORA"
"","Aster novi-belgii L.","5406382","","","","INFOFLORA"
"","Aster parviflorus Nees","7984912","","","","INFOFLORA"
"","Aster ×salignus Willd.","12087801","","","","INFOFLORA"
"","Aster squamatus (Spreng.) Hieron.","5406509","","","","INFOFLORA"
"","Aster ×versicolor Willd.","5406499","","","","INFOFLORA"
"","Astragalus alopecurus Pall.","5344299","","","","INFOFLORA"
"","Astragalus alpinus L.","5345014","","","","INFOFLORA"
"","Astragalus australis (L.) Lam.","5343647","","","","INFOFLORA"
"","Astragalus cicer L.","5343253","","","","INFOFLORA"
"","Astragalus danicus Retz.","5342838","","","","INFOFLORA"
"","Astragalus depressus L.","5346020","","","","INFOFLORA"
"","Astragalus exscapus L.","5343540","","","","INFOFLORA"
"","Astragalus frigidus (L.) A.Gray","5343710","","","","INFOFLORA"
"","Astragalus glycyphyllos L.","5346998","","","","INFOFLORA"
"","Astragalus hypoglottis L.","5342839","","","","INFOFLORA"
"","Astragalus leontinus Wulfen","5346331","","","","INFOFLORA"
"","Astragalus monspessulanus L.","5346583","","","","INFOFLORA"
"","Astragalus onobrychis L.","5342618","","","","INFOFLORA"
"","Astragalus penduliflorus Lam.","5345013","","","","INFOFLORA"
"","Astragalus sempervirens Lam.","5344344","","","","INFOFLORA"
"","Astragalus vesicarius L.","5343265","","","","INFOFLORA"
"","Astragalus vesicarius subsp. pastellianus (Pollini) Arcang.","5343276","","","","INFOFLORA"
"","Astrantia bavarica F.W.Schultz","3635075","","","","INFOFLORA"
"","Astrantia major L.","3034915","","","","INFOFLORA"
"","Astrantia minor L.","7756318","","","","INFOFLORA"
"","Atadinus alpinus (L.) Raf.","3877063","","","","INFOFLORA"
"","Athamanta cretensis L.","7607769","","","","INFOFLORA"
"","Athamanta vestina A.Kern.","3633209","","","","INFOFLORA"
"","Athyrium filix-femina (L.) Roth","5275044","","","","INFOFLORA"
"","Atriplex hortensis L.","3083761","","","","INFOFLORA"
"","Atriplex micrantha Ledeb.","3083680","","","","INFOFLORA"
"","Atriplex oblongifolia Waldst. & Kit.","3083657","","","","INFOFLORA"
"","Atriplex patula L.","3083728","","","","INFOFLORA"
"","Atriplex prostrata DC.","3083786","","","","INFOFLORA"
"","Atriplex rosea L.","3083745","","","","INFOFLORA"
"","Atriplex sagittata Borkh.","3760099","","","","INFOFLORA"
"","Atriplex tatarica L.","3083702","","","","INFOFLORA"
"","Aubrieta deltoidea (L.) DC.","3054117","","","","INFOFLORA"
"","Aucuba japonica Thunb.","3033077","","","","INFOFLORA"
"","Aurinia saxatilis (L.) Desv.","5377778","","","","INFOFLORA"
"","Aurinia sinuata (L.) Griseb.","5377794","","","","INFOFLORA"
"","Avena barbata Pott ex Link","2705300","","","","INFOFLORA"
"","Avena fatua L.","2705297","","","","INFOFLORA"
"","Avena nuda L.","8174035","","","","INFOFLORA"
"","Avena sativa L.","2705290","","","","INFOFLORA"
"","Avena sterilis L.","2705286","","","","INFOFLORA"
"","Avena sterilis subsp. ludoviciana (Durieu) Gillet & Magne","8429888","","","","INFOFLORA"
"","Avena strigosa Schreb.","2705295","","","","INFOFLORA"
"","Avenella flexuosa (L.) Drejer","4149465","","","","INFOFLORA"
"","Avenula pubescens (Huds.) Dumort.","2703793","","","","INFOFLORA"
"","Azolla filiculoides Lam.","2650107","","","","INFOFLORA"
"","Baldellia ranunculoides (L.) Parl.","2864546","","","","INFOFLORA"
"","Ballota nigra L.","2926894","","","","INFOFLORA"
"","Bambusa bambos (L.) Voss","2705752","","","","INFOFLORA"
"","Barbarea bracteosa Guss.","5374675","","","","INFOFLORA"
"","Barbarea intermedia Boreau","5374635","","","","INFOFLORA"
"","Barbarea stricta Andrz.","7560578","","","","INFOFLORA"
"","Barbarea verna (Mill.) Asch.","5374672","","","","INFOFLORA"
"","Barbarea vulgaris R.Br.","7941223","","","","INFOFLORA"
"","Bartsia alpina L.","3170807","","","","INFOFLORA"
"","Bassia prostrata (L.) Beck","5568099","","","","INFOFLORA"
"","Bassia scoparia (L.) A.J.Scott","5383936","","","","INFOFLORA"
"","Bellis perennis L.","3117424","","","","INFOFLORA"
"","Berardia lanuginosa (Lam.) Fiori & Paol.","5389461","","","","INFOFLORA"
"","Berberis julianae C.K.Schneid.","3981543","","","","INFOFLORA"
"","Berberis thunbergii DC.","3033896","","","","INFOFLORA"
"","Berberis vulgaris L.","3033894","","","","INFOFLORA"
"","Bergenia crassifolia (L.) Fritsch","5567694","","","","INFOFLORA"
"","Berteroa incana (L.) DC.","3053522","","","","INFOFLORA"
"","Berula erecta (Huds.) Coville","3034699","","","","INFOFLORA"
"","Beta trigyna Waldst. & Kit.","5383926","","","","INFOFLORA"
"","Beta vulgaris L.","8971274","","","","INFOFLORA"
"","Betonica alopecuros L.","7306396","","","","INFOFLORA"
"","Betonica officinalis L.","2927280","","","","INFOFLORA"
"","Betula humilis Schrank","5331629","","","","INFOFLORA"
"","Betula nana L.","5332004","","","","INFOFLORA"
"","Betula pendula Roth","5331916","","","","INFOFLORA"
"","Betula pubescens Ehrh.","9118014","","","","INFOFLORA"
"","Bidens bipinnata L.","5389402","","","","INFOFLORA"
"","Bidens cernua L.","5391710","","","","INFOFLORA"
"","Bidens connata Muhl. ex Willd.","5392083","","","","INFOFLORA"
"","Bidens ferulifolia (Jacq.) DC.","5391966","","","","INFOFLORA"
"","Bidens frondosa L.","5392174","","","","INFOFLORA"
"","Bidens radiata Thuill.","5392145","","","","INFOFLORA"
"","Bidens subalternans DC.","5391882","","","","INFOFLORA"
"","Bidens tripartita L.","5391862","","","","INFOFLORA"
"","Bidens tripartita subsp. bullata (L.) Rouy","6302375","","","","INFOFLORA"
"","Bifora radians M.Bieb.","5371870","","","","INFOFLORA"
"","Bifora testiculata (L.) Spreng.","5371869","","","","INFOFLORA"
"","Biscutella cichoriifolia Loisel.","3041817","","","","INFOFLORA"
"","Biscutella laevigata L.","3041800","","","","INFOFLORA"
"","Biscutella laevigata subsp. ossolana Raffaelli & Baldoin","3688758","","","","INFOFLORA"
"","Blackstonia acuminata (W.D.J.Koch & Ziz) Domin","3841866","","","","INFOFLORA"
"","Blackstonia perfoliata (L.) Huds.","6366886","","","","INFOFLORA"
"","Blechnum spicant (L.) Roth","7742948","","","","INFOFLORA"
"","Blitum capitatum L.","5383971","","","","INFOFLORA"
"","Blitum virgatum L.","5383969","","","","INFOFLORA"
"","Blysmus compressus (L.) Panz. ex Link","2710650","","","","INFOFLORA"
"","Bolboschoenus laticarpus Marhold, Hroudová, Duchácek & Zákr.","2718394","","","","INFOFLORA"
"","Bolboschoenus maritimus (L.) Palla","2718307","","","","INFOFLORA"
"","Bolboschoenus planiculmis (F.Schmidt) T.V.Egorova","2718377","","","","INFOFLORA"
"","Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan","2718302","","","","INFOFLORA"
"","Borago officinalis L.","2926110","","","","INFOFLORA"
"","Bothriochloa barbinodis (Lag.) Herter","2704120","","","","INFOFLORA"
"","Bothriochloa ischaemum (L.) Keng","2704102","","","","INFOFLORA"
"","Botrychium lunaria (L.) Sw.","2650165","","","","INFOFLORA"
"","Botrychium simplex E.Hitchc.","2650180","","","","INFOFLORA"
"","Botrychium virginianum (L.) Sw.","2650159","","","","INFOFLORA"
"","Brachypodium phoenicoides (L.) Roem. & Schult.","5290144","","","","INFOFLORA"
"","Brachypodium pinnatum (L.) P.Beauv.","5290142","","","","INFOFLORA"
"","Brachypodium rupestre (Host) Roem. & Schult.","4133642","","","","INFOFLORA"
"","Brachypodium sylvaticum (Huds.) P.Beauv.","5290146","","","","INFOFLORA"
"","Brassica fruticulosa Cirillo","3042809","","","","INFOFLORA"
"","Brassica juncea (L.) Czern.","3042751","","","","INFOFLORA"
"","Brassica napus L.","3042636","","","","INFOFLORA"
"","Brassica nigra (L.) W.D.J.Koch","3042658","","","","INFOFLORA"
"","Brassica oleracea L.","3042845","","","","INFOFLORA"
"","Brassica rapa L.","7903057","","","","INFOFLORA"
"","Brassica repanda (Willd.) DC.","3042551","","","","INFOFLORA"
"","Briza maxima L.","2702792","","","","INFOFLORA"
"","Briza media L.","2702789","","","","INFOFLORA"
"","Bromus arvensis L.","2703705","","","","INFOFLORA"
"","Bromus benekenii (Lange) Trimen","4144085","","","","INFOFLORA"
"","Bromus carinatus Hook. & Arn.","2703712","","","","INFOFLORA"
"","Bromus catharticus Vahl","2703723","","","","INFOFLORA"
"","Bromus commutatus Schrad.","2703778","","","","INFOFLORA"
"","Bromus commutatus subsp. decipiens (Bomble & H.Scholz) H.Scholz","4110621","","","","INFOFLORA"
"","Bromus diandrus Roth","2703760","","","","INFOFLORA"
"","Bromus erectus Huds.","7647071","","","","INFOFLORA"
"","Bromus erectus subsp. condensatus (Hack.) Asch. & Graebn.","4110075","","","","INFOFLORA"
"","Bromus ×ferronii Mabille","4124881","","","","INFOFLORA"
"","Bromus grossus Desf. ex DC.","2703659","","","","INFOFLORA"
"","Bromus hordeaceus L.","2703777","","","","INFOFLORA"
"","Bromus hordeaceus subsp. longipedicellatus Spalton","4131042","","","","INFOFLORA"
"","Bromus inermis Leyss.","2703670","","","","INFOFLORA"
"","Bromus intermedius Guss.","4128347","","","","INFOFLORA"
"","Bromus japonicus Thunb.","2703735","","","","INFOFLORA"
"","Bromus lanceolatus Roth","2703733","","","","INFOFLORA"
"","Bromus lepidus Holmb.","2703711","","","","INFOFLORA"
"","Bromus madritensis L.","2703721","","","","INFOFLORA"
"","Bromus pumpellianus Scribn.","4154191","","","","INFOFLORA"
"","Bromus racemosus L.","2703764","","","","INFOFLORA"
"","Bromus ramosus Huds.","2703766","","","","INFOFLORA"
"","Bromus rigidus Roth","2703663","","","","INFOFLORA"
"","Bromus riparius Rehmann","4109815","","","","INFOFLORA"
"","Bromus rubens L.","2703740","","","","INFOFLORA"
"","Bromus secalinus L.","2703717","","","","INFOFLORA"
"","Bromus sitchensis Trin.","2703698","","","","INFOFLORA"
"","Bromus squarrosus L.","2703700","","","","INFOFLORA"
"","Bromus sterilis L.","2703647","","","","INFOFLORA"
"","Bromus tectorum L.","2703746","","","","INFOFLORA"
"","Brunnera macrophylla (Adams) I.M.Johnst.","2926045","","","","INFOFLORA"
"","Bryonia alba L.","2874497","","","","INFOFLORA"
"","Bryonia dioica Jacq.","6422396","","","","INFOFLORA"
"","Buddleja davidii Franch.","3173338","","","","INFOFLORA"
"","Bufonia paniculata Dubois","7267943","","","","INFOFLORA"
"","Buglossoides arvensis (L.) I.M.Johnst.","2925901","","","","INFOFLORA"
"","Buglossoides incrassata (Guss.) I.M.Johnst.","4062065","","","","INFOFLORA"
"","Bulbocodium vernum L.","5294795","","","","INFOFLORA"
"","Bunias erucago L.","3050357","","","","INFOFLORA"
"","Bunias orientalis L.","3050364","","","","INFOFLORA"
"","Bunium bulbocastanum L.","3034501","","","","INFOFLORA"
"","Buphthalmum salicifolium L.","5391074","","","","INFOFLORA"
"","Bupleurum baldense Turra","3639903","","","","INFOFLORA"
"","Bupleurum exaltatum M.Bieb.","6027110","","","","INFOFLORA"
"","Bupleurum falcatum L.","6027105","","","","INFOFLORA"
"","Bupleurum longifolium L.","7960717","","","","INFOFLORA"
"","Bupleurum petraeum L.","8045299","","","","INFOFLORA"
"","Bupleurum praealtum L.","6026972","","","","INFOFLORA"
"","Bupleurum ranunculoides L.","6026947","","","","INFOFLORA"
"","Bupleurum ranunculoides subsp. caricinum (DC.) Arcang.","9404942","","","","INFOFLORA"
"","Bupleurum rotundifolium L.","3034554","","","","INFOFLORA"
"","Bupleurum stellatum L.","3636171","","","","INFOFLORA"
"","Butomus umbellatus L.","2864467","","","","INFOFLORA"
"","Buxus sempervirens L.","2984671","","","","INFOFLORA"
"","Calamagrostis arundinacea (L.) Roth","4109084","","","","INFOFLORA"
"","Calamagrostis canescens (Weber) Roth","4108861","","","","INFOFLORA"
"","Calamagrostis epigejos (L.) Roth","6431455","","","","INFOFLORA"
"","Calamagrostis phragmitoides Hartm.","4151143","","","","INFOFLORA"
"","Calamagrostis pseudophragmites (Haller f.) Koeler","4108217","","","","INFOFLORA"
"","Calamagrostis stricta (Timm) Koeler","2704899","","","","INFOFLORA"
"","Calamagrostis varia (Schrad.) Host","4106903","","","","INFOFLORA"
"","Calamagrostis villosa (Chaix) J.F.Gmel.","4106690","","","","INFOFLORA"
"","Calamintha ascendens Jord.","5610623","","","","INFOFLORA"
"","Calamintha grandiflora (L.) Moench","7309202","","","","INFOFLORA"
"","Calamintha menthifolia Host","7309177","","","","INFOFLORA"
"","Calamintha nepeta (L.) Savi","5341295","","","","INFOFLORA"
"","Caldesia parnassifolia (Bassi) Parl.","5329163","","","","INFOFLORA"
"","Calendula arvensis L.","9182765","","","","INFOFLORA"
"","Calendula officinalis L.","5391480","","","","INFOFLORA"
"","Calepina irregularis (Asso) Thell.","3048782","","","","INFOFLORA"
"","Calla palustris L.","2869101","","","","INFOFLORA"
"","Callianthe megapotamica (A.Spreng.) Dorr","8220878","","","","INFOFLORA"
"","Callianthemum coriandrifolium Rchb.","3927319","","","","INFOFLORA"
"","Callistephus chinensis (L.) Nees","3092946","","","","INFOFLORA"
"","Callitriche cophocarpa Sendtn.","8236752","","","","INFOFLORA"
"","Callitriche obtusangula Le Gall","7647358","","","","INFOFLORA"
"","Callitriche palustris L.","5372484","","","","INFOFLORA"
"","Callitriche stagnalis Scop.","5372487","","","","INFOFLORA"
"","Calluna vulgaris (L.) Hull","2882482","","","","INFOFLORA"
"","Caltha palustris L.","5371685","","","","INFOFLORA"
"","Calystegia felix Provance & A.C.Sanders","8165537","","","","INFOFLORA"
"","Calystegia ×pulchra Brumm. & Heywood","3678949","","","","INFOFLORA"
"","Calystegia silvatica (Kit.) Griseb.","2928446","","","","INFOFLORA"
"","Camelina alyssum (Mill.) Thell.","3042399","","","","INFOFLORA"
"","Camelina microcarpa Andrz. ex DC.","3042416","","","","INFOFLORA"
"","Camelina sativa (L.) Crantz","9073641","","","","INFOFLORA"
"","Camellia japonica L.","3189636","","","","INFOFLORA"
"","Campanula alliariifolia Willd.","5410181","","","","INFOFLORA"
"","Campanula alpestris All.","5410075","","","","INFOFLORA"
"","Campanula barbata L.","5409958","","","","INFOFLORA"
"","Campanula bertolae Colla","5409888","","","","INFOFLORA"
"","Campanula bononiensis L.","5410250","","","","INFOFLORA"
"","Campanula carnica Schiede ex Mert. & W.D.J.Koch","5411303","","","","INFOFLORA"
"","Campanula carnica subsp. puberula Podlech","5411322","","","","INFOFLORA"
"","Campanula carpatica Jacq.","5410826","","","","INFOFLORA"
"","Campanula cenisia L.","5411350","","","","INFOFLORA"
"","Campanula cervicaria L.","5410857","","","","INFOFLORA"
"","Campanula cespitosa Scop.","5410691","","","","INFOFLORA"
"","Campanula cochleariifolia Lam.","5410194","","","","INFOFLORA"
"","Campanula elatinoides Moretti","5410359","","","","INFOFLORA"
"","Campanula excisa Schleich. ex Murith","5411179","","","","INFOFLORA"
"","Campanula garganica Ten.","5411353","","","","INFOFLORA"
"","Campanula glomerata L.","5409933","","","","INFOFLORA"
"","Campanula latifolia L.","5411408","","","","INFOFLORA"
"","Campanula medium L.","5411453","","","","INFOFLORA"
"","Campanula patula L.","5410564","","","","INFOFLORA"
"","Campanula patula subsp. costae (Willk.) Nyman","8402179","","","","INFOFLORA"
"","Campanula persicifolia L.","5411475","","","","INFOFLORA"
"","Campanula portenschlagiana Schult.","5410411","","","","INFOFLORA"
"","Campanula poscharskyana Degen","5410151","","","","INFOFLORA"
"","Campanula raineri Perp.","5411403","","","","INFOFLORA"
"","Campanula rapunculoides L.","5410436","","","","INFOFLORA"
"","Campanula rapunculus L.","5411920","","","","INFOFLORA"
"","Campanula rhomboidalis L.","5410480","","","","INFOFLORA"
"","Campanula rotundifolia L.","5410907","","","","INFOFLORA"
"","Campanula scheuchzeri Vill.","5410226","","","","INFOFLORA"
"","Campanula sibirica L.","5410717","","","","INFOFLORA"
"","Campanula spicata L.","5410221","","","","INFOFLORA"
"","Campanula thyrsoides L.","5410886","","","","INFOFLORA"
"","Campanula trachelium L.","5412014","","","","INFOFLORA"
